,Outline,Critical,ID.,Descrição dos Serviços,Empreiteiro,Dur,Início,Fim,Início,Fim,%,Início,Fim,Observações,periodo
3480,4,Yes,8,FIM DA ALVENARIA TORRE,,1 d,2022-01-20 00:00:00,2022-01-20 00:00:00,2022-04-15 00:00:00,2022-04-15 00:00:00,1,,,,2022-05-01
3481,3,Yes,34,LIBERAÇÃO PROJETO PELA OBRA - BARRAMENTO BLINDADO,,1 d,2021-11-26 00:00:00,2021-11-26 00:00:00,2022-04-27 00:00:00,2022-04-27 00:00:00,,,,,2022-05-01
3482,4,Yes,35,LIBERAÇÃO PROJETO PELA OBRA - BARRAMENTO BLINDADO,,1 d,2021-11-26 00:00:00,2021-11-26 00:00:00,2022-04-27 00:00:00,2022-04-27 00:00:00,1,,,,2022-05-01
3483,3,No,57,CAIXILHOS - PÓS INSTALAÇÃO CONTRAMARCO,,1 d,2022-01-14 00:00:00,2022-01-14 00:00:00,2022-04-07 00:00:00,2022-04-07 00:00:00,,,,,2022-05-01
3484,4,No,58,CAIXILHOS - PÓS INSTALAÇÃO CONTRAMARCO,,1 d,2022-01-14 00:00:00,2022-01-14 00:00:00,2022-04-07 00:00:00,2022-04-07 00:00:00,,,,,2022-05-01
3485,3,Yes,100,GRUA,,441 d,2020-07-07 00:00:00,2021-12-17 00:00:00,2020-07-07 00:00:00,2022-04-08 00:00:00,,,,,2022-05-01
3486,4,Yes,104,DESMONTAGEM DA GRUA - TB,Empresa 14,10 d,2021-12-06 00:00:00,2021-12-17 00:00:00,2022-03-28 00:00:00,2022-04-08 00:00:00,1,,,,2022-05-01
3487,3,Yes,1134,GESSO LISO,,222 d,2021-04-26 00:00:00,2021-12-30 00:00:00,2021-06-10 00:00:00,2022-04-26 00:00:00,,,,,2022-05-01
3488,4,Yes,1153,GESSO EM ÁREAS SECAS E TETO - 25 ANDAR,Empresa 8,5 d,2021-08-25 00:00:00,2021-08-31 00:00:00,2022-04-20 00:00:00,2022-04-26 00:00:00,1,,,,2022-05-01
3489,4,Yes,1166,GESSO EM ÁREAS SECAS E TETO - 38 ANDAR,Empresa 8,7 d,2021-12-07 00:00:00,2021-12-13 00:00:00,2022-03-31 00:00:00,2022-04-08 00:00:00,1,,,,2022-05-01
3490,4,Yes,1167,GESSO EM ÁREAS SECAS E TETO - 39 ANDAR,Empresa 8,5 d,2021-12-16 00:00:00,2021-12-22 00:00:00,2022-04-11 00:00:00,2022-04-15 00:00:00,1,,,,2022-05-01
3491,4,No,1255,TESTES EM TUBULAÇÕES DE PAREDES - 25 ANDAR,Empresa 2,2 d,2021-09-10 00:00:00,2021-09-13 00:00:00,2022-04-08 00:00:00,2022-04-11 00:00:00,1,,,,2022-05-01
3492,4,No,1298,FECHAMENTO DE SHAFT COM DRYWALL - 34 ANDAR,Empresa 8,3 d,2021-11-19 00:00:00,2021-11-22 00:00:00,2022-04-22 00:00:00,2022-04-26 00:00:00,1,,,,2022-05-01
3493,4,No,1300,FECHAMENTO DE SHAFT COM DRYWALL - 36 ANDAR,Empresa 8,3 d,2021-12-06 00:00:00,2021-12-07 00:00:00,2022-04-19 00:00:00,2022-04-21 00:00:00,1,,,,2022-05-01
3494,4,Yes,1301,FECHAMENTO DE SHAFT COM DRYWALL - 37 ANDAR,Empresa 8,3 d,2021-12-17 00:00:00,2021-12-20 00:00:00,2022-04-14 00:00:00,2022-04-18 00:00:00,1,,,,2022-05-01
3495,4,Yes,1302,FECHAMENTO DE SHAFT COM DRYWALL - 38 ANDAR,Empresa 8,3 d,2021-12-24 00:00:00,2021-12-27 00:00:00,2022-04-11 00:00:00,2022-04-13 00:00:00,1,,,,2022-05-01
3496,4,Yes,1303,FECHAMENTO DE SHAFT COM DRYWALL - 39 ANDAR,Empresa 8,3 d,2022-01-04 00:00:00,2022-01-05 00:00:00,2022-04-06 00:00:00,2022-04-08 00:00:00,1,,,,2022-05-01
3497,3,Yes,1304,PINTURA POLIMÉRICA E TESTES,,203 d,2021-05-17 00:00:00,2022-01-18 00:00:00,2021-06-24 00:00:00,2022-04-13 00:00:00,,,,,2022-05-01
3498,4,Yes,1323,PINTURA POLIMÉRICA E TESTES - 25 ANDAR,Empresa 10,4 d,2021-09-16 00:00:00,2021-09-20 00:00:00,2022-04-08 00:00:00,2022-04-13 00:00:00,1,,,,2022-05-01
3499,3,Yes,1338,CONTRAPISO DE ÁREAS FRIAS,,204 d,2021-05-20 00:00:00,2022-01-20 00:00:00,2021-06-29 00:00:00,2022-04-19 00:00:00,,,,,2022-05-01
3500,4,Yes,1357,CONTRAPISO SOBRE PINTURA - 25 ANDAR,Empresa 4,4 d,2021-09-21 00:00:00,2021-09-22 00:00:00,2022-04-14 00:00:00,2022-04-19 00:00:00,1,,,,2022-05-01
3501,3,No,1410,EMBOÇO EXTERNO - 2 ETAPA,,30 d,2022-01-20 00:00:00,2022-04-21 00:00:00,2022-03-11 00:00:00,2022-04-21 00:00:00,,,,,2022-05-01
3502,4,No,1420,EMBOÇO EXTERNO - 30 ANDAR,Empresa 16,2 d,2022-02-15 00:00:00,2022-02-16 00:00:00,2022-04-06 00:00:00,2022-04-07 00:00:00,1,,,,2022-05-01
3503,4,No,1421,EMBOÇO EXTERNO - 29 ANDAR,Empresa 16,2 d,2022-02-17 00:00:00,2022-02-18 00:00:00,2022-04-08 00:00:00,2022-04-11 00:00:00,1,,,,2022-05-01
3504,4,No,1422,EMBOÇO EXTERNO - 28 ANDAR,Empresa 16,2 d,2022-02-21 00:00:00,2022-02-22 00:00:00,2022-04-12 00:00:00,2022-04-13 00:00:00,1,,,,2022-05-01
3505,4,No,1423,EMBOÇO EXTERNO - 27 ANDAR,Empresa 16,2 d,2022-02-23 00:00:00,2022-02-24 00:00:00,2022-04-14 00:00:00,2022-04-15 00:00:00,1,,,,2022-05-01
3506,4,No,1424,EMBOÇO EXTERNO - 26 ANDAR,Empresa 16,2 d,2022-02-25 00:00:00,2022-02-28 00:00:00,2022-04-18 00:00:00,2022-04-19 00:00:00,1,,,,2022-05-01
3507,4,No,1425,EMBOÇO EXTERNO - 25 ANDAR,Empresa 16,2 d,2022-03-01 00:00:00,2022-03-02 00:00:00,2022-04-20 00:00:00,2022-04-21 00:00:00,1,,,,2022-05-01
3508,4,No,1427,PEITORIL EM JANELAS/ CAPAS DE SACADAS  - 39 ANDAR,,2 d,2022-01-24 00:00:00,2022-01-25 00:00:00,2022-04-22 00:00:00,2022-04-25 00:00:00,1,,,,2022-05-01
3509,4,No,1428,PEITORIL EM JANELAS/ CAPAS DE SACADAS  - 38 ANDAR,,2 d,2022-01-26 00:00:00,2022-01-27 00:00:00,2022-04-26 00:00:00,2022-04-27 00:00:00,1,,,,2022-05-01
3510,4,No,1429,PEITORIL EM JANELAS/ CAPAS DE SACADAS  - 37 ANDAR,,2 d,2022-01-28 00:00:00,2022-01-31 00:00:00,2022-04-28 00:00:00,2022-04-29 00:00:00,1,,,,2022-05-01
3511,4,No,1430,PEITORIL EM JANELAS/ CAPAS DE SACADAS  - 36 ANDAR,,2 d,2022-02-01 00:00:00,2022-02-02 00:00:00,2022-05-02 00:00:00,2022-05-03 00:00:00,1,,,,2022-05-01
3512,4,No,1431,PEITORIL EM JANELAS/ CAPAS DE SACADAS  - 35 ANDAR,,2 d,2022-02-03 00:00:00,2022-02-04 00:00:00,2022-05-04 00:00:00,2022-05-05 00:00:00,1,,,,2022-05-01
3513,4,No,1432,PEITORIL EM JANELAS/ CAPAS DE SACADAS  - 34 ANDAR,,2 d,2022-02-07 00:00:00,2022-02-08 00:00:00,2022-05-06 00:00:00,2022-05-09 00:00:00,1,,,,2022-05-01
3514,4,No,1433,PEITORIL EM JANELAS/ CAPAS DE SACADAS  - 33 ANDAR,,2 d,2022-02-09 00:00:00,2022-02-10 00:00:00,2022-05-10 00:00:00,2022-05-11 00:00:00,1,,,,2022-05-01
3515,4,No,1434,PEITORIL EM JANELAS/ CAPAS DE SACADAS  - 32 ANDAR,,2 d,2022-02-11 00:00:00,2022-02-14 00:00:00,2022-05-12 00:00:00,2022-05-13 00:00:00,1,,,,2022-05-01
3516,4,No,1461,TEXTURA NA REQUADRAÇÃO DOS VÃOS - 39 ANDAR,,1 d,2022-01-26 00:00:00,2022-01-26 00:00:00,2022-04-26 00:00:00,2022-04-26 00:00:00,1,,,,2022-05-01
3517,4,No,1462,TEXTURA NA REQUADRAÇÃO DOS VÃOS - 38 ANDAR,,1 d,2022-01-28 00:00:00,2022-01-28 00:00:00,2022-04-28 00:00:00,2022-04-28 00:00:00,1,,,,2022-05-01
3518,4,No,1463,TEXTURA NA REQUADRAÇÃO DOS VÃOS - 37 ANDAR,,1 d,2022-02-01 00:00:00,2022-02-01 00:00:00,2022-05-02 00:00:00,2022-05-02 00:00:00,1,,,,2022-05-01
3519,4,No,1464,TEXTURA NA REQUADRAÇÃO DOS VÃOS - 36 ANDAR,,1 d,2022-02-03 00:00:00,2022-02-03 00:00:00,2022-05-04 00:00:00,2022-05-04 00:00:00,1,,,,2022-05-01
3520,4,No,1465,TEXTURA NA REQUADRAÇÃO DOS VÃOS - 35 ANDAR,,1 d,2022-02-07 00:00:00,2022-02-07 00:00:00,2022-05-06 00:00:00,2022-05-06 00:00:00,1,,,,2022-05-01
3521,4,No,1466,TEXTURA NA REQUADRAÇÃO DOS VÃOS - 34 ANDAR,,1 d,2022-02-09 00:00:00,2022-02-09 00:00:00,2022-05-10 00:00:00,2022-05-10 00:00:00,1,,,,2022-05-01
3522,4,No,1467,TEXTURA NA REQUADRAÇÃO DOS VÃOS - 33 ANDAR,,1 d,2022-02-11 00:00:00,2022-02-11 00:00:00,2022-05-12 00:00:00,2022-05-12 00:00:00,,2022-05-18 00:00:00,2022-05-19 00:00:00,,2022-05-01
3523,4,No,1495,INSPEÇÃO NA FACHADA/ ENSAIOS - 1 ETAPA,,6 d,2022-05-12 00:00:00,2022-05-25 00:00:00,2022-04-22 00:00:00,2022-04-29 00:00:00,,2022-05-16 00:00:00,2022-06-10 00:00:00,Atraso no término do emboço da fachada,2022-05-01
3524,4,Yes,1688,ASSENTAMENTO DE AZULEJO - 39 ANDAR,Empresa 3,5 d,2022-02-07 00:00:00,2022-02-11 00:00:00,2022-04-13 00:00:00,2022-04-19 00:00:00,1,,,,2022-05-01
3525,4,Yes,1690,ASSENTAMENTO DE AZULEJO - 37 ANDAR,Empresa 3,5 d,2022-02-21 00:00:00,2022-02-25 00:00:00,2022-04-27 00:00:00,2022-05-03 00:00:00,1,,,,2022-05-01
3526,4,Yes,1691,ASSENTAMENTO DE AZULEJO - 36 ANDAR,Empresa 3,5 d,2022-02-28 00:00:00,2022-03-04 00:00:00,2022-05-04 00:00:00,2022-05-10 00:00:00,1,,,,2022-05-01
3527,4,Yes,1692,ASSENTAMENTO DE AZULEJO - 35 ANDAR,Empresa 3,5 d,2022-03-07 00:00:00,2022-03-11 00:00:00,2022-04-06 00:00:00,2022-04-12 00:00:00,1,,,,2022-05-01
3528,4,Yes,1722,PISO CERÂMICO - 39 ANDAR,Empresa 3,5 d,2022-02-14 00:00:00,2022-02-18 00:00:00,2022-04-13 00:00:00,2022-04-19 00:00:00,1,,,,2022-05-01
3529,4,Yes,1724,PISO CERÂMICO - 37 ANDAR,Empresa 3,5 d,2022-02-28 00:00:00,2022-03-04 00:00:00,2022-04-27 00:00:00,2022-05-03 00:00:00,1,,,,2022-05-01
3530,4,Yes,1725,PISO CERÂMICO - 36 ANDAR,Empresa 3,5 d,2022-03-07 00:00:00,2022-03-11 00:00:00,2022-05-04 00:00:00,2022-05-10 00:00:00,1,,,,2022-05-01
3531,4,Yes,1726,PISO CERÂMICO - 35 ANDAR,Empresa 3,5 d,2022-03-14 00:00:00,2022-03-18 00:00:00,2022-04-06 00:00:00,2022-04-12 00:00:00,1,,,,2022-05-01
3532,4,Yes,1756,COLOCAÇÃO DE BAGUETES/ SOLEIRAS - 39 ANDAR,,3 d,2022-02-16 00:00:00,2022-02-18 00:00:00,2022-04-15 00:00:00,2022-04-19 00:00:00,1,,,,2022-05-01
3533,4,Yes,1758,COLOCAÇÃO DE BAGUETES/ SOLEIRAS - 37 ANDAR,,3 d,2022-03-02 00:00:00,2022-03-04 00:00:00,2022-04-29 00:00:00,2022-05-03 00:00:00,1,,,,2022-05-01
3534,4,Yes,1759,COLOCAÇÃO DE BAGUETES/ SOLEIRAS - 36 ANDAR,,3 d,2022-03-09 00:00:00,2022-03-11 00:00:00,2022-05-06 00:00:00,2022-05-10 00:00:00,1,,,,2022-05-01
3535,4,Yes,1760,COLOCAÇÃO DE BAGUETES/ SOLEIRAS - 35 ANDAR,,3 d,2022-03-16 00:00:00,2022-03-18 00:00:00,2022-04-08 00:00:00,2022-04-12 00:00:00,1,,,,2022-05-01
3536,4,Yes,1790,REJUNTAMENTO DE PISO E PAREDE - 39 ANDAR,,3 d,2022-02-21 00:00:00,2022-02-23 00:00:00,2022-04-20 00:00:00,2022-04-22 00:00:00,,2022-05-20 00:00:00,2022-05-24 00:00:00,,2022-05-01
3537,4,Yes,1792,REJUNTAMENTO DE PISO E PAREDE - 37 ANDAR,,3 d,2022-03-07 00:00:00,2022-03-09 00:00:00,2022-05-04 00:00:00,2022-05-06 00:00:00,1,,,,2022-05-01
3538,4,Yes,1793,REJUNTAMENTO DE PISO E PAREDE - 36 ANDAR,,3 d,2022-03-14 00:00:00,2022-03-16 00:00:00,2022-05-11 00:00:00,2022-05-13 00:00:00,1,,,,2022-05-01
3539,4,Yes,1794,REJUNTAMENTO DE PISO E PAREDE - 35 ANDAR,,3 d,2022-03-21 00:00:00,2022-03-23 00:00:00,2022-04-13 00:00:00,2022-04-15 00:00:00,1,,,,2022-05-01
3540,4,Yes,1824,PROTEÇÃO DO PISO - 39 ANDAR,,2 d,2022-02-24 00:00:00,2022-02-25 00:00:00,2022-04-25 00:00:00,2022-04-26 00:00:00,,2022-05-25 00:00:00,2022-05-26 00:00:00,,2022-05-01
3541,4,Yes,1826,PROTEÇÃO DO PISO - 37 ANDAR,,2 d,2022-03-10 00:00:00,2022-03-11 00:00:00,2022-05-09 00:00:00,2022-05-10 00:00:00,1,,,,2022-05-01
3542,4,Yes,1827,PROTEÇÃO DO PISO - 36 ANDAR,,2 d,2022-03-17 00:00:00,2022-03-18 00:00:00,2022-05-16 00:00:00,2022-05-17 00:00:00,1,,,,2022-05-01
3543,4,Yes,1828,PROTEÇÃO DO PISO - 35 ANDAR,,2 d,2022-03-24 00:00:00,2022-03-25 00:00:00,2022-04-18 00:00:00,2022-04-19 00:00:00,1,,,,2022-05-01
3544,4,Yes,1858,ARANHAS SANITÁRIAS/ RALOS - 39 ANDAR,Empresa 2,4 d,2022-02-28 00:00:00,2022-03-04 00:00:00,2022-04-29 00:00:00,2022-05-04 00:00:00,1,,,,2022-05-01
3545,4,Yes,1862,ARANHAS SANITÁRIAS/ RALOS - 35 ANDAR,Empresa 2,4 d,2022-03-28 00:00:00,2022-04-01 00:00:00,2022-04-25 00:00:00,2022-04-28 00:00:00,1,,,,2022-05-01
3546,4,Yes,1864,ARANHAS SANITÁRIAS/ RALOS - 33 ANDAR,Empresa 2,4 d,2022-04-11 00:00:00,2022-04-15 00:00:00,2022-04-19 00:00:00,2022-04-22 00:00:00,1,,,,2022-05-01
3547,4,Yes,1865,ARANHAS SANITÁRIAS/ RALOS - 32 ANDAR,Empresa 2,4 d,2022-04-18 00:00:00,2022-04-22 00:00:00,2022-04-13 00:00:00,2022-04-18 00:00:00,1,,,,2022-05-01
3548,4,Yes,1866,ARANHAS SANITÁRIAS/ RALOS - 31 ANDAR,Empresa 2,4 d,2022-04-25 00:00:00,2022-04-29 00:00:00,2022-04-07 00:00:00,2022-04-12 00:00:00,1,,,,2022-05-01
3549,4,Yes,1892,INFRAESTRUTURA DE EXAUSTÃO (FLEXÍVEL) - 39 ANDAR,,2 d,2022-03-07 00:00:00,2022-03-08 00:00:00,2022-05-05 00:00:00,2022-05-06 00:00:00,1,,,,2022-05-01
3550,4,No,1896,INFRAESTRUTURA DE EXAUSTÃO (FLEXÍVEL) - 35 ANDAR,,3 d,2022-04-04 00:00:00,2022-04-06 00:00:00,2022-04-29 00:00:00,2022-05-03 00:00:00,1,,,,2022-05-01
3551,4,Yes,1898,INFRAESTRUTURA DE EXAUSTÃO (FLEXÍVEL) - 33 ANDAR,,2 d,2022-04-18 00:00:00,2022-04-19 00:00:00,2022-04-25 00:00:00,2022-04-26 00:00:00,1,,,,2022-05-01
3552,4,Yes,1899,INFRAESTRUTURA DE EXAUSTÃO (FLEXÍVEL) - 32 ANDAR,,2 d,2022-04-25 00:00:00,2022-04-26 00:00:00,2022-04-19 00:00:00,2022-04-20 00:00:00,1,,,,2022-05-01
3553,4,Yes,1900,INFRAESTRUTURA DE EXAUSTÃO (FLEXÍVEL) - 31 ANDAR,,2 d,2022-05-02 00:00:00,2022-05-03 00:00:00,2022-04-13 00:00:00,2022-04-14 00:00:00,1,,,,2022-05-01
3554,4,Yes,1934,FORRO E SANCAS DE GESSO - 31 ANDAR,Empresa 8,5 d,2022-05-05 00:00:00,2022-05-11 00:00:00,2022-04-20 00:00:00,2022-04-26 00:00:00,1,,,,2022-05-01
3555,4,Yes,1935,FORRO E SANCAS DE GESSO - 30 ANDAR,Empresa 8,5 d,2022-05-12 00:00:00,2022-05-18 00:00:00,2022-04-13 00:00:00,2022-04-19 00:00:00,1,,,,2022-05-01
3556,4,Yes,1936,FORRO E SANCAS DE GESSO - 29 ANDAR,Empresa 8,5 d,2022-05-19 00:00:00,2022-05-25 00:00:00,2022-04-06 00:00:00,2022-04-12 00:00:00,1,,,,2022-05-01
3557,4,Yes,1968,FORRO E SANCAS DE GESSO - 31 ANDAR,Empresa 8,5 d,2022-05-05 00:00:00,2022-05-11 00:00:00,2022-04-20 00:00:00,2022-04-26 00:00:00,1,,,,2022-05-01
3558,4,Yes,1969,FORRO E SANCAS DE GESSO - 30 ANDAR,Empresa 8,5 d,2022-05-12 00:00:00,2022-05-18 00:00:00,2022-04-13 00:00:00,2022-04-19 00:00:00,1,,,,2022-05-01
3559,4,Yes,1970,FORRO E SANCAS DE GESSO - 29 ANDAR,Empresa 8,5 d,2022-05-19 00:00:00,2022-05-25 00:00:00,2022-04-06 00:00:00,2022-04-12 00:00:00,1,,,,2022-05-01
3560,4,Yes,2000,BANCAS DE PEDRA COM REJUNTAMENTO - 33 ANDAR,Empresa 19,5 d,2022-04-28 00:00:00,2022-05-04 00:00:00,2022-05-11 00:00:00,2022-05-17 00:00:00,,2022-06-13 00:00:00,2022-06-20 00:00:00,Falta de material,2022-05-01
3561,4,No,2005,BANCAS DE PEDRA COM REJUNTAMENTO - 28 ANDAR,Empresa 19,3 d,2022-06-02 00:00:00,2022-06-08 00:00:00,2022-04-11 00:00:00,2022-04-13 00:00:00,1,,,,2022-05-01
3562,4,No,2006,BANCAS DE PEDRA COM REJUNTAMENTO - 27 ANDAR,Empresa 19,3 d,2022-06-09 00:00:00,2022-06-16 00:00:00,2022-04-06 00:00:00,2022-04-08 00:00:00,1,,,,2022-05-01
3563,4,Yes,2037,MASSA PVA/ 1ª DEMÃO DE PINTURA - 30 ANDAR,Empresa 17,5 d,2022-05-26 00:00:00,2022-06-01 00:00:00,2022-04-27 00:00:00,2022-05-03 00:00:00,1,,,,2022-05-01
3564,4,No,2038,MASSA PVA/ 1ª DEMÃO DE PINTURA - 29 ANDAR,Empresa 17,5 d,2022-06-02 00:00:00,2022-06-08 00:00:00,2022-04-19 00:00:00,2022-04-25 00:00:00,1,,,,2022-05-01
3565,4,No,2039,MASSA PVA/ 1ª DEMÃO DE PINTURA - 28 ANDAR,Empresa 17,5 d,2022-06-09 00:00:00,2022-06-16 00:00:00,2022-04-14 00:00:00,2022-04-20 00:00:00,1,,,,2022-05-01
3566,4,No,2040,MASSA PVA/ 1ª DEMÃO DE PINTURA - 27 ANDAR,Empresa 17,5 d,2022-06-17 00:00:00,2022-06-23 00:00:00,2022-04-11 00:00:00,2022-04-15 00:00:00,1,,,,2022-05-01
3567,4,Yes,2069,COLOCAÇÃO DE PORTA DE ENTRADA - 32 ANDAR,Empresa 20,3 d,2022-05-24 00:00:00,2022-05-30 00:00:00,2022-05-18 00:00:00,2022-05-20 00:00:00,1,,,Instalado até o 38°Pav,2022-05-01
3568,4,Yes,2070,COLOCAÇÃO DE PORTA DE ENTRADA - 31 ANDAR,Empresa 20,3 d,2022-05-31 00:00:00,2022-06-06 00:00:00,2022-05-11 00:00:00,2022-05-16 00:00:00,1,,,,2022-05-01
3569,4,Yes,2071,COLOCAÇÃO DE PORTA DE ENTRADA - 30 ANDAR,Empresa 20,3 d,2022-06-07 00:00:00,2022-06-14 00:00:00,2022-05-06 00:00:00,2022-05-11 00:00:00,1,,,,2022-05-01
3570,4,Yes,2072,COLOCAÇÃO DE PORTA DE ENTRADA - 29 ANDAR,Empresa 20,3 d,2022-06-15 00:00:00,2022-06-21 00:00:00,2022-05-03 00:00:00,2022-05-06 00:00:00,1,,,,2022-05-01
3571,4,Yes,2073,COLOCAÇÃO DE PORTA DE ENTRADA - 28 ANDAR,Empresa 20,3 d,2022-06-22 00:00:00,2022-06-28 00:00:00,2022-04-28 00:00:00,2022-05-03 00:00:00,1,,,,2022-05-01
3572,4,Yes,2074,COLOCAÇÃO DE PORTA DE ENTRADA - 27 ANDAR,Empresa 20,3 d,2022-06-29 00:00:00,2022-07-05 00:00:00,2022-04-25 00:00:00,2022-04-28 00:00:00,1,,,,2022-05-01
3573,4,Yes,2075,COLOCAÇÃO DE PORTA DE ENTRADA - 26 ANDAR,Empresa 20,3 d,2022-07-06 00:00:00,2022-07-12 00:00:00,2022-04-20 00:00:00,2022-04-25 00:00:00,1,,,,2022-05-01
3574,4,Yes,2078,COLOCAÇÃO DE PORTA DE ENTRADA - 23 ANDAR,Empresa 20,3 d,2022-07-27 00:00:00,2022-08-02 00:00:00,2022-04-15 00:00:00,2022-04-20 00:00:00,1,,,,2022-05-01
3575,4,Yes,2079,COLOCAÇÃO DE PORTA DE ENTRADA - 22 ANDAR,Empresa 20,3 d,2022-08-03 00:00:00,2022-08-09 00:00:00,2022-04-12 00:00:00,2022-04-15 00:00:00,1,,,,2022-05-01
3576,4,Yes,2080,COLOCAÇÃO DE PORTA DE ENTRADA - 21 ANDAR,Empresa 20,3 d,2022-08-10 00:00:00,2022-08-16 00:00:00,2022-04-07 00:00:00,2022-04-12 00:00:00,1,,,,2022-05-01
3577,4,Yes,2112,MIOLOS ELÉTRICOS - 23 ANDAR,Empresa 2,3 d,2022-08-03 00:00:00,2022-08-05 00:00:00,2022-04-20 00:00:00,2022-04-25 00:00:00,1,,,,2022-05-01
3578,4,Yes,2113,MIOLOS ELÉTRICOS - 22 ANDAR,Empresa 2,3 d,2022-08-10 00:00:00,2022-08-12 00:00:00,2022-04-15 00:00:00,2022-04-20 00:00:00,1,,,,2022-05-01
3579,4,Yes,2114,MIOLOS ELÉTRICOS - 21 ANDAR,Empresa 2,3 d,2022-08-17 00:00:00,2022-08-19 00:00:00,2022-04-12 00:00:00,2022-04-15 00:00:00,1,,,,2022-05-01
3580,4,Yes,2146,MIOLOS DE QUADROS ELÉTRICOS - 23 ANDAR,Empresa 2,3 d,2022-08-08 00:00:00,2022-08-10 00:00:00,2022-04-25 00:00:00,2022-04-28 00:00:00,1,,,,2022-05-01
3581,4,Yes,2147,MIOLOS DE QUADROS ELÉTRICOS - 22 ANDAR,Empresa 2,3 d,2022-08-15 00:00:00,2022-08-17 00:00:00,2022-04-20 00:00:00,2022-04-25 00:00:00,1,,,,2022-05-01
3582,4,Yes,2148,MIOLOS DE QUADROS ELÉTRICOS - 21 ANDAR,Empresa 2,3 d,2022-08-22 00:00:00,2022-08-24 00:00:00,2022-04-15 00:00:00,2022-04-20 00:00:00,1,,,,2022-05-01
3583,4,No,2180,TESTES DE INSTALAÇÕES ELÉTRICAS - 23 ANDAR,Empresa 2,2 d,2022-08-11 00:00:00,2022-08-12 00:00:00,2022-04-28 00:00:00,2022-05-02 00:00:00,,2022-05-17 00:00:00,2022-05-18 00:00:00,,2022-05-01
3584,4,No,2181,TESTES DE INSTALAÇÕES ELÉTRICAS - 22 ANDAR,Empresa 2,2 d,2022-08-18 00:00:00,2022-08-19 00:00:00,2022-04-25 00:00:00,2022-04-27 00:00:00,1,,,,2022-05-01
3585,4,No,2182,TESTES DE INSTALAÇÕES ELÉTRICAS - 21 ANDAR,Empresa 2,2 d,2022-08-25 00:00:00,2022-08-26 00:00:00,2022-04-20 00:00:00,2022-04-22 00:00:00,1,,,,2022-05-01
3586,4,No,2183,TESTES DE INSTALAÇÕES ELÉTRICAS - 20 ANDAR,Empresa 2,2 d,2022-09-01 00:00:00,2022-09-02 00:00:00,2022-04-08 00:00:00,2022-04-12 00:00:00,1,,,,2022-05-01
3587,4,No,2184,TESTES DE INSTALAÇÕES ELÉTRICAS - 19 ANDAR,Empresa 2,2 d,2022-09-08 00:00:00,2022-09-09 00:00:00,2022-04-06 00:00:00,2022-04-08 00:00:00,1,,,,2022-05-01
3588,4,Yes,2216,COLOCAÇÃO DE LOUÇAS - 21 ANDAR,Empresa 2,5 d,2022-08-29 00:00:00,2022-08-30 00:00:00,2022-05-11 00:00:00,2022-05-18 00:00:00,1,,,,2022-05-01
3589,4,Yes,2217,COLOCAÇÃO DE LOUÇAS - 20 ANDAR,Empresa 2,5 d,2022-09-05 00:00:00,2022-09-06 00:00:00,2022-05-04 00:00:00,2022-05-11 00:00:00,1,,,,2022-05-01
3590,4,Yes,2218,COLOCAÇÃO DE LOUÇAS - 19 ANDAR,Empresa 2,5 d,2022-09-12 00:00:00,2022-09-13 00:00:00,2022-04-27 00:00:00,2022-05-04 00:00:00,1,,,,2022-05-01
3591,4,Yes,2219,COLOCAÇÃO DE LOUÇAS - 18 ANDAR,Empresa 2,5 d,2022-09-19 00:00:00,2022-09-20 00:00:00,2022-04-20 00:00:00,2022-04-27 00:00:00,1,,,,2022-05-01
3592,4,Yes,2220,COLOCAÇÃO DE LOUÇAS - 17 ANDAR,Empresa 2,5 d,2022-09-26 00:00:00,2022-09-27 00:00:00,2022-04-13 00:00:00,2022-04-20 00:00:00,1,,,,2022-05-01
3593,4,Yes,2221,COLOCAÇÃO DE LOUÇAS - 16 ANDAR,Empresa 2,5 d,2022-10-03 00:00:00,2022-10-04 00:00:00,2022-04-06 00:00:00,2022-04-13 00:00:00,1,,,,2022-05-01
3594,3,No,2629,PINTURA POLIMÉRICA SOBRE LAJE DOS TERRAÇOS,,224 d,2021-03-19 00:00:00,2021-11-19 00:00:00,2021-05-31 00:00:00,2022-04-19 00:00:00,,,,,2022-05-01
3595,4,No,2648,PINTURA POLIMÉRICA SOBRE LAJE DOS TERRAÇOS - 25 ANDAR,Empresa 10,4 d,2021-07-29 00:00:00,2021-08-02 00:00:00,2022-04-14 00:00:00,2022-04-19 00:00:00,1,,,,2022-05-01
3596,3,No,2663,CONTRAPISO EM TERRAÇOS,,224 d,2021-03-24 00:00:00,2021-11-24 00:00:00,2021-06-04 00:00:00,2022-04-22 00:00:00,,,,,2022-05-01
3597,4,No,2682,CONTRAPISO EM TERRAÇOS SOBRE PINTURA - 25 ANDAR,Empresa 4,3 d,2021-08-03 00:00:00,2021-08-05 00:00:00,2022-04-20 00:00:00,2022-04-22 00:00:00,1,,,,2022-05-01
3598,3,No,2697,CHAPISCO EXTERNO DO TERRAÇO,,213 d,2021-03-29 00:00:00,2021-11-29 00:00:00,2021-06-29 00:00:00,2022-05-02 00:00:00,,,,,2022-05-01
